employee_id,branch_id,branch_code,role,tier,month_number,month_name,lending_actual,investing_actual,banking_units_actual,lei_actual
22,4,SMA004,Teller,Small,5,May,0.0,0.0,563.49,3.83
22,4,SMA004,Teller,Small,6,June,0.0,0.0,567.3,4.02
22,4,SMA004,Teller,Small,7,July,0.0,0.0,579.9,3.74
22,4,SMA004,Teller,Small,8,August,0.0,0.0,551.67,3.71
22,4,SMA004,Teller,Small,9,September,0.0,0.0,556.78,3.73
22,4,SMA004,Teller,Small,10,October,0.0,0.0,528.57,3.47
22,4,SMA004,Teller,Small,11,November,0.0,0.0,489.33,3.62
22,4,SMA004,Teller,Small,12,December,0.0,0.0,574.22,3.63
23,4,SMA004,Teller,Small,1,January,0.0,0.0,548.41,3.67
23,4,SMA004,Teller,Small,2,February,0.0,0.0,571.63,4.05
23,4,SMA004,Teller,Small,3,March,0.0,0.0,599.52,3.98
23,4,SMA004,Teller,Small,4,April,0.0,0.0,624.49,4.05
23,4,SMA004,Teller,Small,5,May,0.0,0.0,630.42,3.95
23,4,SMA004,Teller,Small,6,June,0.0,0.0,558.63,3.97
23,4,SMA004,Teller,Small,7,July,0.0,0.0,587.52,3.86
23,4,SMA004,Teller,Small,8,August,0.0,0.0,536.15,3.7
23,4,SMA004,Teller,Small,9,September,0.0,0.0,515.94,3.64
23,4,SMA004,Teller,Small,10,October,0.0,0.0,513.6,3.56
23,4,SMA004,Teller,Small,11,November,0.0,0.0,557.56,3.57
23,4,SMA004,Teller,Small,12,December,0.0,0.0,539.72,3.94
24,4,SMA004,Teller,Small,1,January,0.0,0.0,573.99,3.8
24,4,SMA004,Teller,Small,2,February,0.0,0.0,557.35,3.97
24,4,SMA004,Teller,Small,3,March,0.0,0.0,632.86,4.25
24,4,SMA004,Teller,Small,4,April,0.0,0.0,607.86,4.01
24,4,SMA004,Teller,Small,5,May,0.0,0.0,589.17,4.05
24,4,SMA004,Teller,Small,6,June,0.0,0.0,584.69,3.67
24,4,SMA004,Teller,Small,7,July,0.0,0.0,514.0,3.82
24,4,SMA004,Teller,Small,8,August,0.0,0.0,584.72,3.91
24,4,SMA004,Teller,Small,9,September,0.0,0.0,525.27,3.59
24,4,SMA004,Teller,Small,10,October,0.0,0.0,514.46,3.57
24,4,SMA004,Teller,Small,11,November,0.0,0.0,564.07,3.53
24,4,SMA004,Teller,Small,12,December,0.0,0.0,540.5,3.93
25,5,SMA005,Manager,Small,1,January,2417.79,1848.71,585.67,3.91
25,5,SMA005,Manager,Small,2,February,2523.05,1934.41,611.02,4.14
25,5,SMA005,Manager,Small,3,March,2645.1,1751.91,652.98,4.22
25,5,SMA005,Manager,Small,4,April,2500.55,1958.56,592.62,4.24
25,5,SMA005,Manager,Small,5,May,2549.55,1868.74,605.82,4.39
25,5,SMA005,Manager,Small,6,June,2671.23,1838.54,610.19,4.12
25,5,SMA005,Manager,Small,7,July,2437.06,1732.26,634.43,3.91
25,5,SMA005,Manager,Small,8,August,2465.33,1735.46,560.31,3.78
25,5,SMA005,Manager,Small,9,September,2388.14,1605.8,553.8,3.78
25,5,SMA005,Manager,Small,10,October,2514.51,1661.35,617.63,3.84
25,5,SMA005,Manager,Small,11,November,2354.51,1767.29,553.54,3.79
25,5,SMA005,Manager,Small,12,December,2232.61,1737.42,575.76,4.03
26,5,SMA005,Advisor,Small,1,January,1708.74,1394.56,416.33,3.77
26,5,SMA005,Advisor,Small,2,February,1867.41,1492.14,425.06,4.12
26,5,SMA005,Advisor,Small,3,March,1828.44,1470.7,429.59,4.28
26,5,SMA005,Advisor,Small,4,April,1880.26,1451.61,437.09,4.16
26,5,SMA005,Advisor,Small,5,May,2018.31,1396.51,424.91,4.31
26,5,SMA005,Advisor,Small,6,June,1762.85,1358.85,441.89,4.3
26,5,SMA005,Advisor,Small,7,July,1811.71,1435.56,441.25,3.91
26,5,SMA005,Advisor,Small,8,August,1872.2,1311.9,408.77,3.84
26,5,SMA005,Advisor,Small,9,September,1595.27,1288.84,412.36,3.47
26,5,SMA005,Advisor,Small,10,October,1770.92,1301.25,395.66,3.75
26,5,SMA005,Advisor,Small,11,November,1729.03,1319.91,385.41,3.84
26,5,SMA005,Advisor,Small,12,December,1621.43,1424.98,392.56,3.82
27,5,SMA005,Advisor,Small,1,January,1758.96,1455.07,426.87,4.13
27,5,SMA005,Advisor,Small,2,February,1764.37,1446.7,398.08,4.08
27,5,SMA005,Advisor,Small,3,March,1940.65,1458.99,436.12,3.96
27,5,SMA005,Advisor,Small,4,April,1882.04,1533.17,446.96,4.0
27,5,SMA005,Advisor,Small,5,May,1899.84,1538.79,445.35,4.15
27,5,SMA005,Advisor,Small,6,June,1863.27,1439.67,403.45,3.98
27,5,SMA005,Advisor,Small,7,July,1898.48,1373.81,417.1,3.97
27,5,SMA005,Advisor,Small,8,August,1745.0,1313.03,408.56,3.71
27,5,SMA005,Advisor,Small,9,September,1698.65,1254.55,431.46,3.52
27,5,SMA005,Advisor,Small,10,October,1686.69,1291.45,409.53,3.84
27,5,SMA005,Advisor,Small,11,November,1560.05,1320.43,391.67,3.85
27,5,SMA005,Advisor,Small,12,December,1686.5,1281.75,379.43,3.69
28,5,SMA005,Teller,Small,1,January,0.0,0.0,581.52,3.7
28,5,SMA005,Teller,Small,2,February,0.0,0.0,577.12,3.96
28,5,SMA005,Teller,Small,3,March,0.0,0.0,620.53,3.88
28,5,SMA005,Teller,Small,4,April,0.0,0.0,582.43,3.95
28,5,SMA005,Teller,Small,5,May,0.0,0.0,567.78,4.08
28,5,SMA005,Teller,Small,6,June,0.0,0.0,546.43,3.94
28,5,SMA005,Teller,Small,7,July,0.0,0.0,520.73,3.78
28,5,SMA005,Teller,Small,8,August,0.0,0.0,591.16,3.65
28,5,SMA005,Teller,Small,9,September,0.0,0.0,489.08,3.76
28,5,SMA005,Teller,Small,10,October,0.0,0.0,509.68,3.63
28,5,SMA005,Teller,Small,11,November,0.0,0.0,495.72,3.42
28,5,SMA005,Teller,Small,12,December,0.0,0.0,537.98,3.52
29,5,SMA005,Teller,Small,1,January,0.0,0.0,546.1,3.56
29,5,SMA005,Teller,Small,2,February,0.0,0.0,561.34,4.05
29,5,SMA005,Teller,Small,3,March,0.0,0.0,576.04,3.92
29,5,SMA005,Teller,Small,4,April,0.0,0.0,592.79,3.77
29,5,SMA005,Teller,Small,5,May,0.0,0.0,583.43,3.98
29,5,SMA005,Teller,Small,6,June,0.0,0.0,566.06,3.9
29,5,SMA005,Teller,Small,7,July,0.0,0.0,577.28,3.76
29,5,SMA005,Teller,Small,8,August,0.0,0.0,504.0,3.71
29,5,SMA005,Teller,Small,9,September,0.0,0.0,569.24,3.49
29,5,SMA005,Teller,Small,10,October,0.0,0.0,534.55,3.71
29,5,SMA005,Teller,Small,11,November,0.0,0.0,526.5,3.53
29,5,SMA005,Teller,Small,12,December,0.0,0.0,583.58,3.63
30,5,SMA005,Teller,Small,1,January,0.0,0.0,543.05,3.85
30,5,SMA005,Teller,Small,2,February,0.0,0.0,597.18,3.95
30,5,SMA005,Teller,Small,3,March,0.0,0.0,615.22,3.76
30,5,SMA005,Teller,Small,4,April,0.0,0.0,592.86,3.99
30,5,SMA005,Teller,Small,5,May,0.0,0.0,582.1,3.97
30,5,SMA005,Teller,Small,6,June,0.0,0.0,589.16,3.91
30,5,SMA005,Teller,Small,7,July,0.0,0.0,535.03,4.01
30,5,SMA005,Teller,Small,8,August,0.0,0.0,539.88,3.56
30,5,SMA005,Teller,Small,9,September,0.0,0.0,546.39,3.55
30,5,SMA005,Teller,Small,10,October,0.0,0.0,531.07,3.7
30,5,SMA005,Teller,Small,11,November,0.0,0.0,550.93,3.64
30,5,SMA005,Teller,Small,12,December,0.0,0.0,534.81,3.49
31,6,SMA006,Manager,Small,1,January,2507.19,1743.98,601.18,3.97
31,6,SMA006,Manager,Small,2,February,2470.87,1772.06,622.15,4.26
31,6,SMA006,Manager,Small,3,March,2693.47,1902.49,641.09,4.08
31,6,SMA006,Manager,Small,4,April,2805.99,1863.71,604.62,4.35
31,6,SMA006,Manager,Small,5,May,2680.79,1958.11,665.77,4.33
31,6,SMA006,Manager,Small,6,June,2585.76,1803.04,638.74,4.24
31,6,SMA006,Manager,Small,7,July,2646.56,1784.1,632.38,4.27
31,6,SMA006,Manager,Small,8,August,2336.66,1702.8,611.6,3.8
31,6,SMA006,Manager,Small,9,September,2476.44,1593.64,565.51,3.98
31,6,SMA006,Manager,Small,10,October,2386.5,1774.98,560.59,3.91
31,6,SMA006,Manager,Small,11,November,2388.9,1784.34,573.12,3.8
